Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2017,22,New Jersey,Public,503,574,342,359,59.5%,62.5%
2017,22,New Jersey,Private,"2,868","3,324",287,306,8.6%,9.2%
2017,22,New Jersey,Priv. Manufacturing,262,300,18,19,5.8%,6.2%
2017,22,New Jersey,Priv. Construction,156,176,52,52,29.8%,29.8%
2017,85,New Mexico,Total,"2,582",769,52,63,6.7%,8.2%
2017,85,New Mexico,Public,635,185,31,37,16.6%,20.1%
2017,85,New Mexico,Private,"1,947",584,21,26,3.6%,4.5%
2017,85,New Mexico,Priv. Manufacturing,123,36,2,2,4.2%,4.2%
2017,85,New Mexico,Priv. Construction,169,52,3,4,5.9%,6.9%
2017,21,New York,Total,"6,745","8,479","2,016","2,147",23.8%,25.3%
2017,21,New York,Public,"1,166","1,424",960,"1,005",67.4%,70.6%
2017,21,New York,Private,"5,579","7,055","1,057","1,142",15.0%,16.2%
2017,21,New York,Priv. Manufacturing,461,563,69,72,12.2%,12.8%
2017,21,New York,Priv. Construction,346,456,111,120,24.4%,26.3%
2017,56,North Carolina,Total,"3,664","4,302",144,171,3.4%,4.0%
2017,56,North Carolina,Public,529,613,58,72,9.4%,11.8%
2017,56,North Carolina,Private,"3,135","3,690",87,99,2.3%,2.7%
2017,56,North Carolina,Priv. Manufacturing,491,576,13,15,2.2%,2.6%
2017,56,North Carolina,Priv. Construction,236,286,2,3,0.8%,1.2%
2017,44,North Dakota,Total,"2,656",356,18,24,5.1%,6.8%
2017,44,North Dakota,Public,430,55,9,11,16.2%,19.5%
2017,44,North Dakota,Private,"2,226",301,9,13,3.0%,4.4%
2017,44,North Dakota,Priv. Manufacturing,198,27,2,2,6.4%,9.0%
2017,44,North Dakota,Priv. Construction,164,22,1,2,6.0%,7.2%
2017,31,Ohio,Total,"4,368","5,068",634,688,12.5%,13.6%
2017,31,Ohio,Public,592,674,289,305,42.9%,45.3%
2017,31,Ohio,Private,"3,776","4,394",345,383,7.9%,8.7%
2017,31,Ohio,Priv. Manufacturing,687,785,97,103,12.4%,13.1%
2017,31,Ohio,Priv. Construction,207,244,55,57,22.3%,23.3%
2017,73,Oklahoma,Total,"2,271","1,534",84,108,5.5%,7.1%
2017,73,Oklahoma,Public,427,277,40,55,14.5%,19.8%
2017,73,Oklahoma,Private,"1,844","1,257",44,54,3.5%,4.3%
2017,73,Oklahoma,Priv. Manufacturing,198,135,9,9,6.5%,6.9%
2017,73,Oklahoma,Priv. Construction,125,89,6,6,6.9%,6.9%
2017,92,Oregon,Total,"2,414","1,762",262,277,14.9%,15.7%
2017,92,Oregon,Public,363,259,138,144,53.1%,55.7%
2017,92,Oregon,Private,"2,051","1,502",125,133,8.3%,8.8%
2017,92,Oregon,Priv. Manufacturing,307,224,19,21,8.3%,9.4%
2017,92,Oregon,Priv. Construction,106,78,15,16,19.0%,20.0%
2017,23,Pennsylvania,Total,"4,617","5,539",665,722,12.0%,13.0%
2017,23,Pennsylvania,Public,510,597,297,330,49.8%,55.3%
2017,23,Pennsylvania,Private,"4,107","4,942",367,392,7.4%,7.9%
2017,23,Pennsylvania,Priv. Manufacturing,567,661,81,84,12.3%,12.7%
2017,23,Pennsylvania,Priv. Construction,255,309,67,69,21.7%,22.4%
2017,15,Rhode Island,Total,"1,594",485,78,83,16.1%,17.2%
2017,15,Rhode Island,Public,235,69,44,46,63.9%,66.2%
2017,15,Rhode Island,Private,"1,359",416,34,38,8.2%,9.1%
2017,15,Rhode Island,Priv. Manufacturing,203,61,3,3,4.6%,5.4%
2017,15,Rhode Island,Priv. Construction,60,18,4,4,21.0%,22.4%
2017,57,South Carolina,Total,"2,401","1,989",52,79,2.6%,3.9%
2017,57,South Carolina,Public,438,352,25,41,7.1%,11.6%
2017,57,South Carolina,Private,"1,963","1,638",27,38,1.7%,2.3%
2017,57,South Carolina,Priv. Manufacturing,333,280,5,8,1.9%,3.0%
2017,57,South Carolina,Priv. Construction,158,138,3,4,2.5%,2.9%
2017,45,South Dakota,Total,"1,952",380,20,25,5.3%,6.6%
2017,45,South Dakota,Public,338,65,12,16,18.9%,23.9%
2017,45,South Dakota,Private,"1,614",315,8,10,2.5%,3.1%
2017,45,South Dakota,Priv. Manufacturing,251,48,2,2,4.4%,4.8%
2017,45,South Dakota,Priv. Construction,112,24,1,1,4.7%,4.7%
2017,62,Tennessee,Total,"2,971","2,725",154,175,5.7%,6.4%
2017,62,Tennessee,Public,425,374,72,81,19.4%,21.6%
2017,62,Tennessee,Private,"2,546","2,352",82,94,3.5%,4.0%
2017,62,Tennessee,Priv. Manufacturing,411,373,29,30,7.7%,8.1%
2017,62,Tennessee,Priv. Construction,178,163,11,12,6.8%,7.3%
2017,74,Texas,Total,"9,157","11,627",542,668,4.7%,5.7%
2017,74,Texas,Public,"1,429","1,762",281,344,15.9%,19.5%
2017,74,Texas,Private,"7,728","9,864",261,324,2.6%,3.3%
2017,74,Texas,Priv. Manufacturing,765,967,40,42,4.1%,4.4%
2017,74,Texas,Priv. Construction,691,908,29,33,3.2%,3.6%
2017,87,Utah,Total,"2,633","1,374",54,74,3.9%,5.4%
2017,87,Utah,Public,436,220,29,37,13.1%,16.7%
2017,87,Utah,Private,"2,197","1,154",25,38,2.2%,3.3%
2017,87,Utah,Priv. Manufacturing,316,168,3,4,2.0%,2.6%
2017,87,Utah,Priv. Construction,163,86,5,5,5.3%,5.3%
2017,13,Vermont,Total,"2,222",288,32,35,11.0%,12.1%
2017,13,Vermont,Public,359,45,21,23,46.4%,51.7%
2017,13,Vermont,Private,"1,863",243,11,12,4.5%,4.7%
2017,13,Vermont,Priv. Manufacturing,286,38,1,1,3.5%,3.5%
2017,13,Vermont,Priv. Construction,95,13,1,1,6.6%,6.6%
2017,54,Virginia,Total,"3,221","3,806",177,223,4.6%,5.9%
2017,54,Virginia,Public,690,800,101,133,12.7%,16.6%
2017,54,Virginia,Private,"2,531","3,007",75,90,2.5%,3.0%
2017,54,Virginia,Priv. Manufacturing,235,281,11,16,4.0%,5.8%
2017,54,Virginia,Priv. Construction,169,203,11,14,5.5%,6.7%
2017,91,Washington,Total,"2,949","3,110",583,629,18.7%,20.2%
2017,91,Washington,Public,492,509,267,292,52.6%,57.3%
2017,91,Washington,Private,"2,457","2,601",315,337,12.1%,13.0%
2017,91,Washington,Priv. Manufacturing,315,333,77,80,23.2%,24.1%
2017,91,Washington,Priv. Construction,167,176,36,42,20.4%,23.9%
2017,55,West Virginia,Total,"3,200",683,75,82,11.0%,11.9%
2017,55,West Virginia,Public,623,129,33,36,25.4%,28.3%
2017,55,West Virginia,Private,"2,577",554,42,45,7.7%,8.1%
2017,55,West Virginia,Priv. Manufacturing,402,86,11,12,12.9%,13.5%
2017,55,West Virginia,Priv. Construction,147,32,7,7,21.8%,21.8%
2017,35,Wisconsin,Total,"2,479","2,780",231,250,8.3%,9.0%
2017,35,Wisconsin,Public,330,357,67,78,18.9%,21.9%
2017,35,Wisconsin,Private,"2,149","2,423",163,172,6.7%,7.1%
2017,35,Wisconsin,Priv. Manufacturing,525,590,70,74,11.8%,12.6%
2017,35,Wisconsin,Priv. Construction,98,111,32,32,28.8%,28.8%
2017,83,Wyoming,Total,"2,421",243,15,16,6.0%,6.7%
2017,83,Wyoming,Public,611,61,7,8,10.7%,12.6%
2017,83,Wyoming,Private,"1,810",182,8,9,4.4%,4.7%
2017,83,Wyoming,Priv. Manufacturing,96,10,0,0,4.8%,4.8%
2017,83,Wyoming,Priv. Construction,135,14,1,1,5.6%,5.6%
2018,63,Alabama,Total,"3,024","1,949",181,196,9.3%,10.1%
2018,63,Alabama,Public,527,333,83,92,24.9%,27.5%
2018,63,Alabama,Private,"2,497","1,616",98,105,6.0%,6.5%
2018,63,Alabama,Priv. Manufacturing,490,321,23,25,7.2%,7.9%
2018,63,Alabama,Priv. Construction,158,100,17,17,16.6%,16.6%
2018,94,Alaska,Total,"1,831",299,55,60,18.4%,20.0%
2018,94,Alaska,Public,505,81,35,38,44.0%,46.8%
2018,94,Alaska,Private,"1,326",218,20,22,9.0%,10.2%
2018,94,Alaska,Priv. Manufacturing,43,7,1,1,8.7%,8.7%
2018,94,Alaska,Priv. Construction,82,14,3,3,25.1%,25.1%
2018,86,Arizona,Total,"2,489","2,945",157,191,5.3%,6.5%
2018,86,Arizona,Public,403,471,96,116,20.4%,24.7%
2018,86,Arizona,Private,"2,086","2,474",60,75,2.4%,3.0%
2018,86,Arizona,Priv. Manufacturing,186,221,3,7,1.6%,3.0%
2018,86,Arizona,Priv. Construction,168,203,4,4,2.1%,2.1%
2018,71,Arkansas,Total,"2,753","1,176",56,62,4.8%,5.3%
2018,71,Arkansas,Public,444,186,16,18,8.6%,9.6%
2018,71,Arkansas,Private,"2,309",990,40,44,4.1%,4.4%
2018,71,Arkansas,Priv. Manufacturing,385,165,10,11,6.1%,6.6%
2018,71,Arkansas,Priv. Construction,186,81,4,4,5.1%,5.1%
2018,93,California,Total,"13,404","16,398","2,405","2,587",14.7%,15.8%
2018,93,California,Public,"2,058","2,472","1,242","1,306",50.3%,52.8%
2018,93,California,Private,"11,346","13,926","1,163","1,281",8.3%,9.2%
2018,93,California,Priv. Manufacturing,"1,314","1,606",122,134,7.6%,8.4%
2018,93,California,Priv. Construction,730,905,144,153,15.9%,17.0%
2018,84,Colorado,Total,"2,125","2,562",281,307,11.0%,12.0%
2018,84,Colorado,Public,369,435,108,114,24.7%,26.2%
2018,84,Colorado,Private,"1,756","2,127",173,193,8.1%,9.1%
2018,84,Colorado,Priv. Manufacturing,149,187,8,8,4.3%,4.3%
2018,84,Colorado,Priv. Construction,183,224,18,22,7.9%,9.6%
2018,16,Connecticut,Total,"1,752","1,677",267,280,15.9%,16.7%
2018,16,Connecticut,Public,254,236,148,150,62.6%,63.8%
2018,16,Connecticut,Private,"1,498","1,441",120,130,8.3%,9.0%
2018,16,Connecticut,Priv. Manufacturing,185,179,25,25,13.9%,13.9%
2018,16,Connecticut,Priv. Construction,89,82,17,17,20.1%,21.2%
2018,51,Delaware,Total,"1,844",433,45,47,10.3%,10.8%
2018,51,Delaware,Public,266,60,23,24,37.9%,39.4%
2018,51,Delaware,Private,"1,578",373,22,23,5.9%,6.2%
2018,51,Delaware,Priv. Manufacturing,177,41,4,5,10.4%,11.5%
2018,51,Delaware,Priv. Construction,119,28,5,5,17.2%,17.2%
2018,53,District of Columbia,Total,"2,963",355,35,41,9.9%,11.6%
2018,53,District of Columbia,Public,809,93,20,23,21.3%,25.2%
2018,53,District of Columbia,Private,"2,154",261,15,18,5.9%,6.8%
2018,53,District of Columbia,Priv. Manufacturing,30,3,0,0,10.0%,10.0%
2018,53,District of Columbia,Priv. Construction,67,8,1,1,7.9%,12.7%
2018,59,Florida,Total,"6,662","8,713",484,588,5.6%,6.7%
2018,59,Florida,Public,874,"1,134",304,347,26.8%,30.6%
2018,59,Florida,Private,"5,788","7,578",180,241,2.4%,3.2%
2018,59,Florida,Priv. Manufacturing,341,440,14,15,3.3%,3.5%
2018,59,Florida,Priv. Construction,432,576,11,15,1.9%,2.7%
2018,58,Georgia,Total,"3,626","4,467",200,248,4.5%,5.5%
2018,58,Georgia,Public,580,691,98,122,14.2%,17.7%
2018,58,Georgia,Private,"3,046","3,776",102,126,2.7%,3.3%
2018,58,Georgia,Priv. Manufacturing,387,473,17,20,3.6%,4.2%
2018,58,Georgia,Priv. Construction,202,259,12,13,4.6%,5.0%
2018,95,Hawaii,Total,"2,339",601,139,146,23.1%,24.3%
2018,95,Hawaii,Public,514,129,68,70,52.6%,54.6%
2018,95,Hawaii,Private,"1,825",472,71,75,15.1%,16.0%
2018,95,Hawaii,Priv. Manufacturing,53,13,1,2,10.7%,14.1%
2018,95,Hawaii,Priv. Construction,162,42,17,17,41.6%,42.0%
2018,82,Idaho,Total,"2,579",733,34,41,4.7%,5.6%
2018,82,Idaho,Public,404,114,18,23,16.1%,20.2%
2018,82,Idaho,Private,"2,175",620,16,19,2.6%,3.0%
2018,82,Idaho,Priv. Manufacturing,284,82,5,6,6.2%,7.1%
2018,82,Idaho,Priv. Construction,177,53,4,4,8.1%,8.1%
2018,33,Illinois,Total,"4,646","5,694",786,839,13.8%,14.7%
2018,33,Illinois,Public,653,776,360,384,46.4%,49.4%
2018,33,Illinois,Private,"3,993","4,918",426,456,8.7%,9.3%
2018,33,Illinois,Priv. Manufacturing,570,693,96,99,13.9%,14.3%
2018,33,Illinois,Priv. Construction,199,241,86,89,35.6%,36.9%
2018,32,Indiana,Total,"2,846","3,051",269,283,8.8%,9.3%
2018,32,Indiana,Public,361,375,82,93,21.9%,24.9%
2018,32,Indiana,Private,"2,485","2,676",187,190,7.0%,7.1%
2018,32,Indiana,Priv. Manufacturing,531,568,72,72,12.7%,12.7%
2018,32,Indiana,Priv. Construction,127,132,36,36,27.3%,27.3%
2018,42,Iowa,Total,"1,972","1,461",113,129,7.7%,8.8%
2018,42,Iowa,Public,310,229,49,58,21.4%,25.4%
2018,42,Iowa,Private,"1,662","1,232",64,71,5.2%,5.8%
2018,42,Iowa,Priv. Manufacturing,291,218,24,26,11.1%,12.1%
2018,42,Iowa,Priv. Construction,90,68,17,17,24.3%,24.3%
2018,47,Kansas,Total,"2,079","1,285",91,129,7.0%,10.1%
2018,47,Kansas,Public,360,215,38,60,17.7%,27.7%
2018,47,Kansas,Private,"1,719","1,070",53,70,4.9%,6.5%
2018,47,Kansas,Priv. Manufacturing,307,191,24,30,12.6%,15.7%
2018,47,Kansas,Priv. Construction,118,76,9,11,12.3%,13.9%
2018,61,Kentucky,Total,"1,876","1,810",160,206,8.8%,11.4%
2018,61,Kentucky,Public,277,255,54,63,21.2%,24.9%
2018,61,Kentucky,Private,"1,599","1,556",106,143,6.8%,9.2%
2018,61,Kentucky,Priv. Manufacturing,245,234,24,26,10.2%,11.3%
2018,61,Kentucky,Priv. Construction,99,99,12,16,12.2%,16.4%
2018,72,Louisiana,Total,"3,299","1,787",89,104,5.0%,5.8%
2018,72,Louisiana,Public,600,321,44,50,13.6%,15.5%
2018,72,Louisiana,Private,"2,699","1,466",45,54,3.1%,3.7%
2018,72,Louisiana,Priv. Manufacturing,277,154,15,17,9.7%,11.1%
2018,72,Louisiana,Priv. Construction,196,111,8,9,7.6%,8.3%
2018,11,Maine,Total,"1,302",573,74,85,12.9%,14.8%
2018,11,Maine,Public,216,91,46,53,50.5%,58.2%
2018,11,Maine,Private,"1,086",482,28,32,5.8%,6.6%
2018,11,Maine,Priv. Manufacturing,126,55,9,9,16.1%,16.1%
2018,11,Maine,Priv. Construction,49,22,2,2,7.9%,7.9%
2018,52,Maryland,Total,"2,263","2,781",306,335,11.0%,12.0%
2018,52,Maryland,Public,523,636,183,199,28.7%,31.2%
2018,52,Maryland,Private,"1,740","2,145",124,136,5.8%,6.3%
2018,52,Maryland,Priv. Manufacturing,90,110,13,14,11.7%,12.6%
2018,52,Maryland,Priv. Construction,139,175,19,22,10.7%,12.3%
2018,14,Massachusetts,Total,"3,744","3,392",463,491,13.6%,14.5%
2018,14,Massachusetts,Public,484,433,249,259,57.5%,59.9%
2018,14,Massachusetts,Private,"3,260","2,960",214,232,7.2%,7.8%
2018,14,Massachusetts,Priv. Manufacturing,338,307,15,16,4.8%,5.1%
2018,14,Massachusetts,Priv. Construction,194,177,27,28,15.1%,15.6%
2018,34,Michigan,Total,"3,689","4,319",625,662,14.5%,15.3%
2018,34,Michigan,Public,425,490,205,216,41.9%,44.1%
2018,34,Michigan,Private,"3,264","3,828",419,446,11.0%,11.7%
2018,34,Michigan,Priv. Manufacturing,776,899,150,155,16.6%,17.2%
2018,34,Michigan,Priv. Construction,153,176,34,35,19.2%,19.9%
2018,41,Minnesota,Total,"2,304","2,637",395,421,15.0%,16.0%
2018,41,Minnesota,Public,289,320,190,200,59.3%,62.6%
2018,41,Minnesota,Private,"2,015","2,317",206,221,8.9%,9.5%
2018,41,Minnesota,Priv. Manufacturing,310,354,35,37,10.0%,10.5%
2018,41,Minnesota,Priv. Construction,111,125,36,36,29.1%,29.1%
2018,64,Mississippi,Total,"2,635","1,123",58,80,5.1%,7.1%
2018,64,Mississippi,Public,494,209,25,32,11.9%,15.5%
2018,64,Mississippi,Private,"2,141",914,33,48,3.6%,5.2%
2018,64,Mississippi,Priv. Manufacturing,373,158,16,23,9.9%,14.3%
2018,64,Mississippi,Priv. Construction,135,57,2,3,3.9%,5.9%
2018,43,Missouri,Total,"2,282","2,681",252,283,9.4%,10.6%
2018,43,Missouri,Public,337,382,104,120,27.3%,31.3%
2018,43,Missouri,Private,"1,945","2,299",147,164,6.4%,7.1%
2018,43,Missouri,Priv. Manufacturing,280,329,39,40,11.7%,12.1%
2018,43,Missouri,Priv. Construction,137,161,40,41,24.7%,25.7%
2018,81,Montana,Total,"2,805",427,50,60,11.8%,14.0%
2018,81,Montana,Public,557,82,31,36,37.5%,44.2%
2018,81,Montana,Private,"2,248",345,20,24,5.7%,6.8%
2018,81,Montana,Priv. Manufacturing,155,24,2,2,8.3%,8.3%
2018,81,Montana,Priv. Construction,177,28,3,3,10.0%,11.5%
2018,46,Nebraska,Total,"2,133",884,58,71,6.6%,8.0%
2018,46,Nebraska,Public,345,140,31,40,22.0%,28.3%
2018,46,Nebraska,Private,"1,788",744,28,31,3.7%,4.2%
2018,46,Nebraska,Priv. Manufacturing,275,114,8,10,6.6%,8.4%
2018,46,Nebraska,Priv. Construction,147,63,6,6,8.8%,8.8%
2018,88,Nevada,Total,"2,145","1,377",191,215,13.9%,15.6%
2018,88,Nevada,Public,281,176,58,71,32.9%,40.0%
2018,88,Nevada,Private,"1,864","1,201",133,145,11.1%,12.1%
2018,88,Nevada,Priv. Manufacturing,109,70,3,5,5.0%,6.5%
2018,88,Nevada,Priv. Construction,144,94,18,19,19.5%,20.1%
2018,12,New Hampshire,Total,"2,451",664,68,77,10.2%,11.6%
2018,12,New Hampshire,Public,351,93,39,44,42.4%,47.0%
2018,12,New Hampshire,Private,"2,100",571,28,33,4.9%,5.8%
2018,12,New Hampshire,Priv. Manufacturing,347,94,5,7,5.6%,7.1%
2018,12,New Hampshire,Priv. Construction,146,40,7,7,16.5%,17.2%
2018,22,New Jersey,Total,"3,270","3,933",587,639,14.9%,16.2%
2018,22,New Jersey,Public,466,544,325,342,59.6%,62.9%
2018,22,New Jersey,Private,"2,804","3,389",263,296,7.8%,8.7%
2018,22,New Jersey,Priv. Manufacturing,268,320,10,11,3.0%,3.4%
2018,22,New Jersey,Priv. Construction,163,195,43,45,22.1%,23.1%
2018,85,New Mexico,Total,"2,455",813,55,66,6.8%,8.2%
2018,85,New Mexico,Public,651,209,30,38,14.5%,18.1%
2018,85,New Mexico,Private,"1,804",604,25,28,4.1%,4.7%
2018,85,New Mexico,Priv. Manufacturing,113,38,2,3,5.3%,6.8%
2018,85,New Mexico,Priv. Construction,143,52,6,6,11.7%,11.7%
2018,21,New York,Total,"6,427","8,407","1,874","2,028",22.3%,24.1%
2018,21,New York,Public,"1,118","1,429",952,996,66.6%,69.7%
2018,21,New York,Private,"5,309","6,978",922,"1,032",13.2%,14.8%
2018,21,New York,Priv. Manufacturing,403,507,55,63,10.8%,12.5%
2018,21,New York,Priv. Construction,328,441,90,92,20.5%,21.0%
2018,56,North Carolina,Total,"3,485","4,330",117,173,2.7%,4.0%
2018,56,North Carolina,Public,538,659,44,64,6.6%,9.7%
2018,56,North Carolina,Private,"2,947","3,671",73,109,2.0%,3.0%
2018,56,North Carolina,Priv. Manufacturing,440,556,8,14,1.5%,2.6%
2018,56,North Carolina,Priv. Construction,259,330,1,6,0.3%,1.7%
2018,44,North Dakota,Total,"2,498",342,18,23,5.2%,6.7%
2018,44,North Dakota,Public,388,52,8,10,15.1%,19.4%
2018,44,North Dakota,Private,"2,110",291,10,13,3.5%,4.5%
2018,44,North Dakota,Priv. Manufacturing,208,28,2,2,6.9%,7.4%
2018,44,North Dakota,Priv. Construction,143,20,2,2,9.2%,9.7%
2018,31,Ohio,Total,"4,104","5,054",640,722,12.7%,14.3%
2018,31,Ohio,Public,595,714,321,357,44.9%,50.0%
2018,31,Ohio,Private,"3,509","4,340",319,365,7.4%,8.4%
2018,31,Ohio,Priv. Manufacturing,655,789,86,86,10.9%,10.9%
2018,31,Ohio,Priv. Construction,178,218,53,57,24.3%,26.1%
2018,73,Oklahoma,Total,"2,267","1,586",90,118,5.7%,7.4%
2018,73,Oklahoma,Public,415,283,58,73,20.6%,25.6%
2018,73,Oklahoma,Private,"1,852","1,303",32,45,2.4%,3.5%
2018,73,Oklahoma,Priv. Manufacturing,219,155,4,5,2.9%,3.3%
2018,73,Oklahoma,Priv. Construction,126,93,0,3,0.0%,2.8%
2018,92,Oregon,Total,"2,274","1,741",241,255,13.9%,14.7%
2018,92,Oregon,Public,361,269,137,144,51.0%,53.6%
2018,92,Oregon,Private,"1,913","1,472",104,111,7.1%,7.5%
2018,92,Oregon,Priv. Manufacturing,289,222,11,12,4.9%,5.5%
2018,92,Oregon,Priv. Construction,114,90,21,22,23.5%,24.4%
2018,23,Pennsylvania,Total,"4,424","5,582",700,748,12.5%,13.4%
2018,23,Pennsylvania,Public,449,560,297,326,53.0%,58.3%
2018,23,Pennsylvania,Private,"3,975","5,023",404,421,8.0%,8.4%
2018,23,Pennsylvania,Priv. Manufacturing,565,698,85,85,12.2%,12.2%
2018,23,Pennsylvania,Priv. Construction,210,262,69,72,26.3%,27.6%
2018,15,Rhode Island,Total,"1,604",480,83,89,17.3%,18.5%
2018,15,Rhode Island,Public,254,74,47,50,64.4%,67.6%
2018,15,Rhode Island,Private,"1,350",406,36,39,8.8%,9.5%
2018,15,Rhode Island,Priv. Manufacturing,171,52,3,3,5.9%,6.3%
2018,15,Rhode Island,Priv. Construction,64,20,4,5,21.5%,23.1%
2018,57,South Carolina,Total,"2,381","2,016",55,72,2.7%,3.6%
2018,57,South Carolina,Public,390,325,28,35,8.7%,10.8%
2018,57,South Carolina,Private,"1,991","1,691",27,37,1.6%,2.2%
2018,57,South Carolina,Priv. Manufacturing,316,268,5,7,1.8%,2.5%
2018,57,South Carolina,Priv. Construction,146,128,3,3,2.1%,2.6%
2018,45,South Dakota,Total,"1,961",387,22,27,5.6%,7.1%
2018,45,South Dakota,Public,297,60,12,15,20.0%,24.9%
2018,45,South Dakota,Private,"1,664",327,10,13,3.0%,3.8%
2018,45,South Dakota,Priv. Manufacturing,273,53,2,3,3.3%,5.1%
2018,45,South Dakota,Priv. Construction,124,26,2,3,9.1%,10.1%
2018,62,Tennessee,Total,"2,998","2,814",154,179,5.5%,6.3%
2018,62,Tennessee,Public,487,444,78,89,17.6%,20.1%
2018,62,Tennessee,Private,"2,511","2,371",76,90,3.2%,3.8%
2018,62,Tennessee,Priv. Manufacturing,392,359,22,26,6.2%,7.2%
2018,62,Tennessee,Priv. Construction,165,156,8,9,5.1%,5.7%
2018,74,Texas,Total,"9,231","11,986",512,654,4.3%,5.5%
2018,74,Texas,Public,"1,349","1,710",240,304,14.0%,17.8%
2018,74,Texas,Private,"7,882","10,276",272,349,2.6%,3.4%
2018,74,Texas,Priv. Manufacturing,791,"1,027",52,64,5.1%,6.2%
2018,74,Texas,Priv. Construction,740,988,39,51,4.0%,5.1%
2018,87,Utah,Total,"2,580","1,343",56,76,4.1%,5.6%
2018,87,Utah,Public,410,208,27,36,13.1%,17.5%
2018,87,Utah,Private,"2,170","1,135",28,39,2.5%,3.5%
2018,87,Utah,Priv. Manufacturing,290,153,4,5,2.8%,3.2%
2018,87,Utah,Priv. Construction,184,98,7,8,7.3%,8.2%
2018,13,Vermont,Total,"2,255",292,31,34,10.5%,11.6%
2018,13,Vermont,Public,362,45,19,21,42.3%,47.4%
2018,13,Vermont,Private,"1,893",247,12,12,4.7%,5.1%
2018,13,Vermont,Priv. Manufacturing,245,32,1,1,2.5%,2.5%
2018,13,Vermont,Priv. Construction,112,15,1,1,4.4%,4.4%
2018,54,Virginia,Total,"3,123","3,878",168,213,4.3%,5.5%
2018,54,Virginia,Public,623,759,69,95,9.1%,12.6%
2018,54,Virginia,Private,"2,500","3,119",98,118,3.2%,3.8%
2018,54,Virginia,Priv. Manufacturing,219,275,34,35,12.3%,12.8%
2018,54,Virginia,Priv. Construction,201,258,6,8,2.2%,3.2%
2018,91,Washington,Total,"3,015","3,274",648,670,19.8%,20.5%
2018,91,Washington,Public,543,581,302,309,51.9%,53.2%
2018,91,Washington,Private,"2,472","2,693",346,361,12.9%,13.4%
2018,91,Washington,Priv. Manufacturing,352,384,101,103,26.2%,26.7%
2018,91,Washington,Priv. Construction,179,192,48,49,25.0%,25.5%
2018,55,West Virginia,Total,"3,075",684,68,74,10.0%,10.8%
2018,55,West Virginia,Public,527,114,24,27,21.5%,24.1%
2018,55,West Virginia,Private,"2,548",570,44,46,7.7%,8.1%
2018,55,West Virginia,Priv. Manufacturing,343,75,11,12,15.0%,15.3%
2018,55,West Virginia,Priv. Construction,152,33,6,7,19.0%,19.6%
2018,35,Wisconsin,Total,"2,325","2,698",219,233,8.1%,8.6%
2018,35,Wisconsin,Public,320,367,89,100,24.4%,27.2%
2018,35,Wisconsin,Private,"2,005","2,331",129,133,5.5%,5.7%
2018,35,Wisconsin,Priv. Manufacturing,469,546,56,59,10.3%,10.7%
2018,35,Wisconsin,Priv. Construction,104,120,20,20,16.9%,16.9%
2018,83,Wyoming,Total,"2,241",236,15,18,6.5%,7.6%
2018,83,Wyoming,Public,544,57,7,9,13.0%,15.3%
2018,83,Wyoming,Private,"1,697",179,8,9,4.5%,5.2%
2018,83,Wyoming,Priv. Manufacturing,90,9,1,1,7.6%,7.6%
2018,83,Wyoming,Priv. Construction,117,13,1,1,6.7%,6.7%
2019,63,Alabama,Total,"3,042","2,042",174,200,8.5%,9.8%
2019,63,Alabama,Public,500,325,62,75,19.0%,23.0%
2019,63,Alabama,Private,"2,542","1,716",112,125,6.5%,7.3%
2019,63,Alabama,Priv. Manufacturing,464,313,29,35,9.3%,11.1%
2019,63,Alabama,Priv. Construction,171,116,12,12,10.3%,10.3%
2019,94,Alaska,Total,"1,711",282,48,53,17.1%,18.7%
2019,94,Alaska,Public,475,79,31,34,39.8%,43.3%
2019,94,Alaska,Private,"1,236",204,17,19,8.4%,9.2%
2019,94,Alaska,Priv. Manufacturing,41,6,0,1,6.9%,11.7%
2019,94,Alaska,Priv. Construction,82,14,3,3,19.1%,19.1%
2019,86,Arizona,Total,"2,406","3,028",174,214,5.7%,7.1%
2019,86,Arizona,Public,339,417,84,102,20.1%,24.4%
2019,86,Arizona,Private,"2,067","2,611",90,113,3.4%,4.3%
2019,86,Arizona,Priv. Manufacturing,194,245,7,9,2.9%,3.5%
2019,86,Arizona,Priv. Construction,143,186,13,13,7.1%,7.1%
2019,71,Arkansas,Total,"2,656","1,201",62,71,5.1%,5.9%
2019,71,Arkansas,Public,447,194,18,21,9.2%,11.0%
2019,71,Arkansas,Private,"2,209","1,006",44,49,4.3%,4.9%
2019,71,Arkansas,Priv. Manufacturing,384,176,10,12,5.5%,6.6%
2019,71,Arkansas,Priv. Construction,142,67,1,1,1.4%,1.4%
2019,93,California,Total,"13,173","16,504","2,499","2,722",15.1%,16.5%
